candidate_id,rank,score,reasoning
CAND_0047327,90,12.014519,"Matches core AI engineering requirements (5.0 YOE) as Junior ML Engineer in Gurgaon, Haryana with intermediate background in NLP and skills in BM25, OpenSearch. Notice period is 60 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)] Delhi NCR hybrid commuter."
CAND_0015823,91,12.000236,"Capable developer (6.6 YOE) working as Civil Engineer in Berlin showing exposure to ML tools and skills in Vector Search, Semantic Search. Included to complete ranking based on baseline technical credentials and 60-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0042359,92,11.968524,"Matches core AI engineering requirements (6.9 YOE) as Data Scientist in Trivandrum, Kerala with intermediate background in NLP and skills in Elasticsearch, Pinecone. Notice period is 90 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0037426,93,11.947288,"Capable developer (7.2 YOE) working as Civil Engineer in Gurgaon, Haryana showing exposure to ML tools and skills in FAISS, Pinecone. Included to complete ranking based on baseline technical credentials and 90-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)] Delhi NCR hybrid commuter."
CAND_0084956,94,11.672071,"Matches core AI engineering requirements (9.4 YOE) as HR Manager in Austin with intermediate background in NLP and skills in Hugging Face Transformers, Information Retrieval. Notice period is 90 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_MODERATE_RESPONSE_RATE (Trust Score: 0.70)]"
CAND_0070036,95,11.55173,"Capable developer (11.6 YOE) working as Graphic Designer in Berlin showing exposure to ML tools and skills in Information Retrieval, Embeddings. Included to complete ranking based on baseline technical credentials and 60-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0065878,96,11.501962,"Capable developer (7.8 YOE) working as Senior Data Scientist in Trivandrum, Kerala showing exposure to ML tools and skills in Vector Search. Included to complete ranking based on baseline technical credentials and 15-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_MODERATE_RESPONSE_RATE, ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.35)]"
CAND_0073007,97,11.475929,"Matches core AI engineering requirements (5.8 YOE) as AI Specialist in Bangalore, Karnataka with intermediate background in NLP and skills in PyTorch, Embeddings. Notice period is 60 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0074342,98,11.441467,"Matches core AI engineering requirements (5.7 YOE) as Data Scientist in Sydney with intermediate background in NLP and skills in Sentence Transformers, OpenSearch. Notice period is 30 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0030468,99,11.397106,"Experience as Senior Applied Scientist for 5.4 YOE with matching skill credentials (skills in Information Retrieval Systems, Search & Discovery). Acknowledged notice period (45 days) and location (Indore, Madhya Pradesh), backed by verified email/phone details. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0067201,100,11.304615,Capable developer (6.0 YOE) working as ML Engineer in Sydney showing exposure to ML tools and skills in FAISS. Included to complete ranking based on baseline technical credentials and 90-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]
